time,temperature,vibration,sound,anomaly
0,30.2508583462098,0.07015750347420036,44.62401472318139,0.0
1,29.922393309962303,0.36368680499166006,45.99217710348768,0.0
2,30.30246926901698,0.39560628312470114,45.1998603528854,0.0
3,30.74202047241643,0.920134947570179,45.61024556732858,0.0
4,29.866523237381216,0.6485599661284068,46.28310295130848,0.0
5,29.871563261589205,0.8653894828606932,45.82318619699783,0.0
6,30.773570732851326,0.5462318187351183,44.55752096728772,0.0
7,30.35856645672038,1.113612116196295,46.96684932309288,0.0
8,29.749231082507983,0.5358690085985056,47.25361591747034,0.0
9,30.275719908581166,0.7405817786958464,44.88691163749158,0.0
10,29.779898801989116,0.15991151498296868,45.58991639895071,0.0
11,29.790646955019813,-0.21799498534375442,48.09674166916441,0.0
12,30.128339875670306,-0.7071590431712147,46.67628307937791,0.0
13,29.06134711330434,-1.0185895543857835,46.498973452638644,0.0
14,29.151796111501692,-0.8478111959641229,46.1282771671083,0.0
15,29.732200205026487,-1.0161340079252015,45.59652903554561,0.0
16,29.522258102155405,-1.2179758469276907,46.20451066224749,0.0
17,30.18332348322024,-1.1122487142920914,47.04644996973915,0.0
18,29.580531772890783,-0.7780172359909127,46.14775378304972,0.0
19,29.326804974834786,0.05606781577878477,46.51772202290893,0.0
20,30.75134961686155,0.44036063008241494,47.28735873668442,0.0
21,29.91538113949356,0.3493686817840949,45.25630954063772,0.0
22,30.064786265300718,0.6171782441320816,45.79330004732782,0.0
23,29.32224041083663,0.741775820797714,46.176618381861836,0.0
24,29.76755973867611,0.7649096668209927,44.44392760413639,0.0
25,30.111668218389028,1.278777196228268,45.1536664165731,0.0
26,29.48272087780883,1.3296153283785768,46.321390369266624,0.0
27,30.223508851117415,0.6293651455960059,44.351860770051616,0.0
28,29.7522250299109,0.5733264515816132,45.3088170262982,0.0
29,29.91157330238779,0.22182776968979884,44.17281209345026,0.0
30,29.74905706911572,-0.08306573992691102,45.56093796055313,0.0
31,30.987002293989942,-0.06896270294188017,42.66542295107857,0.0
32,30.043064108635434,-0.8498150171648168,43.89728272124718,0.0
33,29.500974464651843,-0.7196570703617272,42.53862231310815,0.0
34,30.453989159419123,-0.8070655541604745,43.077087990296775,0.0
35,29.445918022923816,-1.0276622651384977,43.01026410606671,0.0
36,30.17452839253486,-0.769223631891303,43.32266203521937,0.0
37,29.087700616887663,-0.7770794905019474,42.55954823409786,0.0
38,29.402260640338074,-0.3424885351037923,43.45118046018236,0.0
39,30.162277996041354,-0.6123885797387597,43.89815075435599,0.0
40,30.42086983111669,-0.07142774397757731,42.34287464413141,0.0
41,30.135514351226117,0.29232040793096686,43.12781155565608,0.0
42,29.990850048990513,0.05047861343513008,45.75770633206818,0.0
43,29.888140436950692,0.5866649046083078,44.0921352177762,0.0
44,29.315873957595755,0.7861636559792902,42.51246734942924,0.0
45,29.68983812562021,1.1860932449281827,42.987305567644,0.0
46,29.836605728375837,0.80927286980338,44.45684795345916,0.0
47,30.606711156978754,0.6469312056876121,44.532936028153955,0.0
48,30.254112408041134,0.7533430610750929,44.163192885846165,0.0
49,29.18894654129297,-0.015171810988195287,46.56483208654853,0.0
50,30.24177031730341,-0.41330314696751075,47.097820056258534,0.0
51,29.909555607617254,-0.3762161048237315,44.991851211161936,0.0
52,29.759116228915868,-0.8734111600943743,46.08314666092998,0.0
53,30.409837026025127,-1.086053076985939,46.30541909504664,0.0
54,30.618247357597255,-0.8320202386877014,46.580377580544194,0.0
55,30.552948180315404,-0.8238436082660227,45.37249449347397,0.0
56,29.670306495964223,-0.7921006216096201,47.58192918721479,0.0
57,29.93483562191149,-0.5864733003460809,46.10325719307841,0.0
58,30.244157156526747,-0.34125330012452015,46.5990008175681,0.0
59,30.577951257385866,-0.7343992973753987,46.35988260317649,0.0
60,29.844602607001104,0.08892033717064222,46.31134967215797,0.0
61,29.987292641700343,0.20081978046748672,46.68932772206268,0.0
62,29.535147182764014,0.43736333704779057,45.545520435467814,0.0
63,29.48048025230198,0.91791663368515,44.91056781590888,0.0
64,30.49448013132751,0.6034408643420847,46.2980568273603,0.0
65,30.77028341433391,0.6487109588352361,45.719040704933214,0.0
66,30.061005965807603,1.0773732704310508,46.794050137046995,0.0
67,30.613052012434164,0.908731310574759,46.61999535331523,0.0
68,30.28911215572991,0.6163906121079945,46.1703303658447,0.0
69,29.77832418844202,0.13251112657923558,47.210510930783286,0.0
70,30.257916580464876,0.1432096824585594,45.860027001974736,0.0
71,30.84047092845166,-0.1799658869191147,44.53508142392705,0.0
72,30.053707935384317,-0.5780001582951239,45.35144400866705,0.0
73,30.850314800111658,-1.0527826081879719,46.28490482755408,0.0
74,28.76322293011494,-1.0436870890090926,43.65785340127391,0.0
75,30.473107642150648,-0.8425019865025051,44.89456477233784,0.0
76,30.103488224400834,-0.6964253336784468,45.23994859146975,0.0
77,29.918824617131396,-0.8837586565773466,46.72045601229354,0.0
78,30.125229479618827,-0.6452500275839117,45.39182873532571,0.0
79,29.10343669590111,-0.34561058533965133,44.370695287459945,0.0
80,29.98358447366375,0.04966268529869486,44.51898175318835,0.0
81,30.26145657074356,0.18508359136048044,42.43186322387163,0.0
82,30.83245113312649,0.0030490629293016443,42.98675485356499,0.0
83,29.83734554077979,1.041966924687688,44.23746103858546,0.0
84,29.688983038633406,1.3034402737436626,43.75203124267403,0.0
85,29.833744226530623,0.8689445777434359,43.77868182382892,0.0
86,30.53416851398514,0.7272193335382194,43.52234131992931,0.0
87,30.239556813708663,0.7705331416726683,43.465695944619675,0.0
88,29.83903171135206,0.544666838193835,43.56845151408198,0.0
89,30.362782042574345,0.502650375011072,42.66532997210572,0.0
90,30.16545315623288,0.0073107646407796455,43.37942227661664,0.0
91,30.593245712429574,-0.4730569170165557,42.630929646455776,0.0
92,29.738285445110353,-0.8612047439942762,43.2086181415858,0.0
93,29.934150489484914,-0.6441938448542543,44.776043080870224,0.0
94,29.893736034446587,-0.8413962458597699,43.79785155931651,0.0
95,29.350063566676948,-0.8000238162330346,44.55858632623175,0.0
96,30.23178899163176,-1.1567480958194776,44.33344244399715,0.0
97,30.23102514684244,-0.4503301123187816,44.11289834390986,0.0
